Person_ID,Age,Gender,Dominant Emotion,Recent Thought,Dream Type,Hours of Sleep,Meditation Frequency,Screen Time (hrs/day),Music Preference,Brain Activity Level (%),Focus Level (%),Creativity Score (1-10),Anxiety Level (1-10),Happiness Index (1-10),Decision-Making Speed (sec),Daydreaming Frequency,Stress Triggers,AI Interaction Level,Philosophical Thinking (%),Caffeine Consumption (mg/day),Social Interaction Level,Most Active Brain Hemisphere,Sleep Quality,Random_Noise
9474,69,Female,,Focused mode,Nightmare,10,Weekly,5,Rock,41,11,8,1,1,7,High,Social Media,Low,24,100,Extrovert,Left,Average,479
1261,34,Male,Anxious,Creativity burst,Abstract,6,Never,1,Classical,89,80,5,7,8,4,Medium,Relationships,Medium,37,500,Introvert,Right,Average,897
2098,24,Female,Happy,Random nostalgia,Lucid,9,Daily,2,Rock,21,30,5,1,1,12,Low,Finance,Medium,13,500,Extrovert,Right,Average,631
6001,42,Male,Happy,Work stress,Abstract,6,Weekly,5,Lo-fi,85,28,10,6,9,7,Medium,Health,Low,45,-50,Extrovert,Balanced,Average,993
4711,62,Non-binary,Sad,Existential crisis,Lucid,3,Never,3,Rock,51,98,3,10,10,11,High,Social Media,High,74,400,Extrovert,Left,Poor,963
1728,21,Non-binary,Happy,Creativity burst,Abstract,3,Weekly,2,Metal,35,56,8,10,3,14,High,Relationships,Low,56,0,Ambivert,Balanced,Average,480
8695,53,Male,Sad,Existential crisis,Forgotten,5,Weekly,4,Lo-fi,95,31,6,8,2,2,Medium,Health,Low,90,300,Ambivert,Balanced,Poor,141
1491,23,Non-binary,,Work stress,Forgotten,7,Daily,4,Pop,20,84,2,7,1,1,High,Social Media,Medium,48,300,Extrovert,Balanced,Good,444
9413,48,Female,Angry,Work stress,Nightmare,10,Daily,4,Rock,91,42,2,4,9,12,Medium,Relationships,Low,47,100,Extrovert,Left,Poor,698
8812,36,Male,Happy,Focused mode,Abstract,8,Daily,4,Rock,67,41,9,1,4,2,Medium,Health,High,53,300,Ambivert,Right,Good,360
7090,61,Non-binary,Sad,Work stress,Lucid,10,Weekly,3,Metal,69,73,7,1,1,4,Medium,Finance,Low,60,200,Ambivert,Right,Poor,405
4974,56,Male,Happy,Existential crisis,Lucid,8,Daily,7,Metal,32,94,10,4,1,8,High,Social Media,Medium,35,400,Extrovert,Left,Good,908
9965,44,Female,Happy,Random nostalgia,Abstract,5,Weekly,9,Classical,34,48,9,5,7,3,Low,Social Media,High,45,100,Ambivert,Right,Poor,961
6219,27,Female,Sad,Random nostalgia,Lucid,8,Weekly,5,Classical,72,93,6,7,2,10,Medium,Finance,Medium,78,500,Introvert,Left,Poor,339
1671,43,Non-binary,Sad,Focused mode,Forgotten,3,Daily,4,Classical,63,81,5,4,7,6,Low,Work,Low,10,200,Extrovert,Left,Good,778
9633,36,Female,Anxious,Existential crisis,Lucid,6,Never,2,Metal,27,51,1,10,7,6,High,Health,Low,62,300,Extrovert,Right,Average,412
6530,56,Male,,Existential crisis,Nightmare,8,Never,2,Classical,93,18,6,1,10,13,High,Finance,Medium,15,500,Ambivert,Balanced,Average,830
4187,20,Female,Sad,Work stress,Forgotten,10,Never,5,Classical,65,34,6,10,9,9,Low,Social Media,Medium,46,100,Introvert,Left,Average,540
8909,62,Male,Angry,Existential crisis,Forgotten,9,Weekly,7,Pop,88,98,3,7,7,9,Medium,Health,High,11,-50,Ambivert,Left,Average,232
8390,30,Male,Excited,Creativity burst,Forgotten,5,Weekly,10,Classical,38,11,3,2,1,4,High,Health,Medium,78,200,Introvert,Left,Average,818
2955,67,Female,Sad,Work stress,Abstract,7,Weekly,10,Rock,57,28,3,2,8,9,Medium,Work,Medium,50,300,Introvert,Left,Poor,150
4496,45,Non-binary,Happy,Creativity burst,Abstract,5,Daily,9,Metal,30,29,3,8,8,13,Medium,Social Media,Low,60,50,Extrovert,Right,Average,717
3111,37,Female,Excited,Focused mode,Forgotten,4,Weekly,7,Lo-fi,62,79,7,10,4,6,Low,Relationships,Low,56,50,Introvert,Right,Poor,491
8776,45,Male,Happy,Random nostalgia,Abstract,5,Daily,5,Pop,39,26,10,10,,2,High,Work,Medium,22,0,Extrovert,Left,Good,795
6000,25,Male,Anxious,Focused mode,Lucid,3,Daily,10,Metal,39,98,2,10,4,10,Low,Work,Medium,85,50,Introvert,Balanced,Average,812
5390,58,Female,Angry,Random nostalgia,Abstract,6,Never,10,Metal,40,77,10,5,8,14,High,Relationships,Low,78,-50,Extrovert,Right,Average,622
6257,56,Non-binary,Sad,Focused mode,Abstract,6,Never,10,Rock,76,93,10,10,5,11,Low,Relationships,High,75,200,Introvert,Balanced,Average,865
1837,18,Non-binary,Sad,Existential crisis,Forgotten,9,Never,6,Classical,69,12,2,2,4,6,High,Work,High,68,-50,Ambivert,Balanced,Average,607
1252,20,Male,Anxious,Creativity burst,Nightmare,8,Daily,3,Rock,93,96,3,5,6,2,High,Health,High,77,400,Introvert,Left,Poor,761
3956,30,Male,Happy,Random nostalgia,Nightmare,3,Daily,5,Classical,45,60,10,8,2,8,High,Finance,High,68,50,Ambivert,Right,Poor,453
7516,45,Non-binary,Sad,Work stress,Nightmare,4,Daily,8,Classical,49,91,7,6,2,4,Medium,Finance,Low,19,100,Introvert,Left,Poor,966
8643,66,Female,Anxious,Creativity burst,Lucid,3,Weekly,1,Metal,92,35,3,3,2,5,Medium,Work,Medium,22,100,Introvert,Left,Good,494
3572,42,Male,Angry,Work stress,Abstract,5,Daily,1,Classical,50,65,7,8,9,8,Low,Health,High,11,100,Extrovert,Balanced,Poor,195
4176,50,Male,Happy,Creativity burst,Nightmare,3,Never,7,Pop,61,73,9,9,10,14,Low,Relationships,Low,24,50,Introvert,Balanced,Average,205
3026,55,Non-binary,Excited,Creativity burst,Forgotten,3,Never,5,Pop,87,17,10,5,3,11,High,Work,Medium,55,500,Introvert,Balanced,Good,754
5020,23,Female,Sad,Focused mode,Nightmare,9,Daily,5,Pop,80,90,4,2,10,8,High,Social Media,High,66,-50,Introvert,Left,Good,777
8369,61,Non-binary,Excited,Random nostalgia,Nightmare,4,Daily,1,Metal,80,46,7,2,4,12,Medium,Health,Medium,19,50,Ambivert,Left,Average,612
6087,62,Female,Anxious,Random nostalgia,Abstract,5,Never,9,Rock,89,36,9,7,10,14,Medium,Social Media,High,31,0,Extrovert,Left,Average,657
1372,49,Female,Anxious,Creativity burst,Abstract,7,Daily,1,Lo-fi,97,54,8,1,8,12,Medium,Social Media,Medium,88,400,Extrovert,Left,Average,341
1975,62,Female,Angry,Existential crisis,Abstract,9,Never,5,Classical,87,13,8,10,4,6,Low,Work,High,86,500,Introvert,Left,Average,955
5981,64,Male,,Existential crisis,Lucid,7,Weekly,10,Lo-fi,36,95,9,2,10,4,Medium,Health,High,17,400,Introvert,Left,Poor,587
3344,38,Non-binary,Happy,Work stress,Lucid,9,Never,9,Rock,38,99,5,10,10,1,Low,Social Media,Medium,30,500,Ambivert,Left,Good,889
2860,33,Non-binary,Anxious,Work stress,Nightmare,6,Weekly,4,Rock,70,97,5,4,7,12,Medium,Health,Medium,31,500,Introvert,Left,Average,614
4574,38,Female,Happy,Focused mode,Abstract,10,Daily,8,Metal,89,46,3,1,5,7,Medium,Finance,Medium,54,300,Extrovert,Right,Poor,753
6392,28,Male,Sad,Creativity burst,Nightmare,9,Daily,6,Pop,82,80,5,4,9,8,High,Social Media,Low,49,0,Extrovert,Right,Average,997
7407,54,Male,Sad,Work stress,Forgotten,8,Weekly,3,Pop,94,42,8,10,,9,Low,Social Media,Low,31,200,Ambivert,Right,Poor,160
8532,53,Non-binary,,Work stress,Forgotten,3,Daily,4,Rock,99,40,5,5,3,2,Medium,Health,Medium,39,100,Ambivert,Right,Average,515
8604,52,Male,,Creativity burst,Abstract,6,Weekly,2,Metal,49,64,4,9,2,1,High,Finance,Low,71,50,Extrovert,Left,Average,393
9261,36,Male,Happy,Focused mode,Abstract,4,Daily,1,Metal,44,21,8,1,1,4,Low,Social Media,High,82,300,Ambivert,Left,Average,836
2531,37,Female,Happy,Work stress,Forgotten,7,Never,8,Classical,94,20,7,5,6,13,Low,Work,Medium,54,300,Introvert,Balanced,Poor,401
7002,35,Male,Anxious,Focused mode,Abstract,10,Daily,1,Pop,90,97,6,2,10,5,Medium,Health,Low,44,500,Introvert,Balanced,Average,269
6620,64,Female,Angry,Random nostalgia,Lucid,10,Never,1,Rock,45,81,5,9,2,10,Low,Health,Medium,51,50,Ambivert,Right,Poor,745
9752,58,Non-binary,Happy,Focused mode,Lucid,9,Never,4,Lo-fi,75,41,5,6,8,12,High,Social Media,High,14,0,Extrovert,Balanced,Poor,140
6756,66,Male,Anxious,Existential crisis,Abstract,3,Weekly,10,Pop,41,66,10,2,6,1,High,Finance,High,36,300,Ambivert,Right,Good,330
5987,31,Non-binary,Angry,Existential crisis,Forgotten,4,Daily,10,Classical,38,47,2,3,5,5,Low,Social Media,Low,79,400,Extrovert,Left,Poor,508
1264,32,Non-binary,,Focused mode,Nightmare,8,Weekly,6,Metal,50,69,4,8,2,6,High,Relationships,High,71,0,Ambivert,Left,Poor,837
2395,48,Male,Sad,Existential crisis,Abstract,4,Daily,9,Rock,45,95,8,1,7,3,Low,Social Media,Medium,41,50,Ambivert,Balanced,Poor,750
1999,18,Male,Angry,Random nostalgia,Abstract,3,Never,1,Pop,61,28,8,3,2,12,High,Relationships,Low,17,500,Ambivert,Left,Poor,721
5794,20,Non-binary,Angry,Creativity burst,Nightmare,8,Never,7,Lo-fi,60,93,1,10,5,7,Low,Work,Medium,27,0,Introvert,Left,Poor,396
8244,33,Male,Anxious,Existential crisis,Abstract,4,Daily,10,Classical,42,65,2,1,2,14,Low,Health,Medium,87,500,Introvert,Right,Good,554
6780,40,Female,Angry,Existential crisis,Nightmare,8,Daily,5,Classical,66,23,5,8,10,6,Low,Health,Medium,24,400,Extrovert,Balanced,Average,156
1731,28,Female,Anxious,Focused mode,Forgotten,9,Weekly,8,Pop,32,42,9,1,2,4,High,Finance,High,35,100,Ambivert,Left,Good,734
9874,29,Male,Sad,Random nostalgia,Lucid,9,Daily,7,Lo-fi,85,19,10,5,7,3,Low,Social Media,Medium,62,500,Introvert,Balanced,Good,339
3353,27,Non-binary,Excited,Creativity burst,Forgotten,3,Daily,4,Classical,85,89,7,4,9,5,Low,Work,High,53,500,Ambivert,Left,Average,697
4347,49,Male,Angry,Focused mode,Lucid,3,Daily,4,Rock,35,73,10,7,5,3,Medium,Relationships,Medium,41,-50,Extrovert,Right,Poor,275
1011,33,Male,Happy,Focused mode,Nightmare,8,Weekly,6,Classical,92,73,5,5,7,10,Medium,Finance,High,37,50,Introvert,Left,Average,162
8635,25,Non-binary,Anxious,Random nostalgia,Lucid,5,Daily,6,Lo-fi,47,71,1,8,4,9,Low,Work,High,48,400,Extrovert,Balanced,Poor,650
3453,55,Non-binary,Sad,Creativity burst,Forgotten,6,Never,9,Metal,96,77,6,1,2,9,Medium,Work,High,41,50,Introvert,Balanced,Average,237
5297,29,Female,Happy,Random nostalgia,Lucid,10,Weekly,5,Metal,54,100,8,5,3,6,Low,Relationships,Medium,86,400,Ambivert,Right,Good,553
1480,41,Non-binary,Excited,Creativity burst,Nightmare,4,Weekly,8,Pop,60,52,7,4,2,13,Medium,Relationships,Medium,88,400,Extrovert,Left,Poor,852
8714,45,Female,Angry,Random nostalgia,Lucid,4,Never,5,Lo-fi,96,89,2,3,5,11,High,Health,High,27,300,Introvert,Right,Good,548
6246,25,Non-binary,Anxious,Focused mode,Abstract,5,Never,2,Classical,50,68,5,5,6,6,High,Social Media,Medium,79,300,Introvert,Balanced,Poor,325
6386,45,Male,Sad,Focused mode,Forgotten,5,Never,6,Classical,51,61,4,10,7,12,Low,Finance,High,20,300,Ambivert,Right,Average,542
8029,53,Female,Anxious,Work stress,Abstract,5,Daily,9,Metal,73,28,9,3,3,14,Low,Social Media,Medium,41,100,Extrovert,Left,Average,305
9217,43,Female,Happy,Existential crisis,Nightmare,7,Never,3,Metal,91,30,10,8,4,4,High,Finance,High,29,100,Extrovert,Left,Average,775
1973,25,Female,Sad,Random nostalgia,Lucid,7,Daily,1,Rock,78,31,1,3,8,4,High,Work,High,49,400,Extrovert,Right,Average,126
2378,67,Male,,Work stress,Abstract,8,Weekly,1,Metal,60,18,6,1,4,2,Medium,Relationships,Low,17,200,Ambivert,Balanced,Average,556
1803,45,Male,Anxious,Existential crisis,Abstract,7,Weekly,3,Rock,85,18,3,9,7,10,Low,Relationships,Medium,44,50,Introvert,Balanced,Good,794
4288,45,Male,Angry,Random nostalgia,Lucid,9,Never,10,Classical,73,82,9,9,6,4,High,Work,Medium,78,300,Introvert,Right,Good,809
2084,54,Male,Sad,Creativity burst,Lucid,9,Daily,5,Rock,59,36,5,6,7,8,High,Work,Low,87,50,Extrovert,Left,Poor,948
7734,58,Male,Excited,Existential crisis,Forgotten,3,Never,3,Rock,47,26,6,10,1,13,Low,Finance,High,30,500,Introvert,Left,Good,206
7805,53,Female,Angry,Focused mode,Abstract,10,Never,9,Pop,56,53,9,1,3,10,Medium,Work,High,33,400,Extrovert,Left,Poor,543
9159,44,Male,Anxious,Work stress,Abstract,8,Daily,8,Metal,84,54,9,8,6,2,Medium,Finance,Low,26,0,Ambivert,Left,Poor,800
6491,34,Female,Anxious,Existential crisis,Nightmare,10,Never,3,Rock,93,17,8,2,3,9,Medium,Social Media,Low,27,400,Ambivert,Balanced,Good,135
8010,26,Male,Happy,Existential crisis,Forgotten,4,Weekly,9,Classical,74,89,9,9,7,14,Medium,Relationships,High,21,100,Ambivert,Left,Good,696
9820,50,Non-binary,Happy,Focused mode,Nightmare,6,Never,6,Lo-fi,23,27,4,8,9,1,High,Relationships,Medium,25,200,Extrovert,Right,Poor,254
3906,37,Female,Anxious,Random nostalgia,Abstract,3,Daily,7,Rock,29,42,6,3,3,13,Low,Relationships,Low,13,0,Introvert,Right,Good,268
8584,30,Non-binary,Happy,Creativity burst,Nightmare,4,Daily,4,Metal,66,10,5,5,1,2,Low,Social Media,Low,43,50,Ambivert,Right,Good,895
6736,45,Female,Sad,Focused mode,Abstract,4,Weekly,4,Pop,94,85,5,9,10,2,High,Social Media,Low,55,100,Extrovert,Right,Good,371
6157,65,Non-binary,,Creativity burst,Abstract,8,Daily,2,Classical,33,15,4,1,,11,High,Health,Low,84,300,Extrovert,Left,Average,646
2018,46,Male,Angry,Random nostalgia,Nightmare,5,Daily,5,Pop,57,50,2,9,1,13,High,Finance,Low,86,0,Ambivert,Balanced,Average,519
1071,30,Male,Anxious,Existential crisis,Nightmare,5,Weekly,8,Lo-fi,31,64,6,4,1,14,Low,Finance,Low,40,100,Ambivert,Left,Poor,283
6909,63,Male,Angry,Creativity burst,Lucid,10,Never,7,Rock,64,14,9,4,,6,Low,Health,High,34,50,Ambivert,Balanced,Good,710
8267,52,Female,Angry,Work stress,Lucid,3,Weekly,7,Rock,36,68,1,4,9,14,Low,Relationships,High,83,400,Introvert,Left,Poor,336
7525,23,Non-binary,Happy,Work stress,Lucid,5,Never,6,Metal,99,89,7,10,2,7,Medium,Finance,Low,33,50,Introvert,Balanced,Good,608
7407,35,Male,Sad,Focused mode,Abstract,4,Weekly,3,Rock,54,27,6,9,9,13,High,Finance,High,74,0,Extrovert,Right,Average,540
6765,68,Non-binary,Sad,Random nostalgia,Nightmare,5,Never,5,Classical,85,58,3,6,5,3,High,Relationships,Medium,34,-50,Ambivert,Right,Good,221
1600,22,Non-binary,Sad,Focused mode,Forgotten,7,Weekly,1,Lo-fi,94,91,1,8,8,11,High,Work,Medium,37,0,Ambivert,Balanced,Good,516
8599,64,Male,Anxious,Focused mode,Abstract,5,Never,7,Pop,60,74,4,4,7,9,Low,Work,Low,45,400,Introvert,Balanced,Good,634
8211,42,Male,Sad,Focused mode,Forgotten,4,Weekly,9,Lo-fi,86,92,9,3,7,5,High,Health,Medium,15,0,Ambivert,Balanced,Average,474
5806,19,Non-binary,Angry,Work stress,Nightmare,10,Never,1,Rock,48,63,2,1,4,5,High,Social Media,Medium,75,200,Extrovert,Right,Average,674
4189,27,Male,Sad,Work stress,Abstract,8,Weekly,2,Pop,37,70,3,10,2,11,Medium,Finance,High,76,300,Ambivert,Right,Average,425
2073,47,Male,Happy,Focused mode,Forgotten,3,Daily,3,Metal,39,17,2,7,5,12,Low,Finance,High,81,100,Introvert,Left,Poor,579
3734,67,Male,Angry,Work stress,Forgotten,6,Never,3,Lo-fi,33,12,2,4,3,4,High,Health,High,57,400,Extrovert,Balanced,Good,249
6374,62,Female,Happy,Random nostalgia,Lucid,5,Weekly,8,Pop,53,34,10,8,9,9,Low,Health,High,79,50,Extrovert,Balanced,Average,806
5066,22,Non-binary,Happy,Focused mode,Lucid,9,Never,7,Pop,68,78,8,3,6,8,Low,Finance,Medium,87,50,Ambivert,Balanced,Poor,691
5606,50,Non-binary,Happy,Work stress,Lucid,9,Never,6,Pop,73,64,3,1,1,12,Low,Relationships,Low,76,300,Extrovert,Right,Average,589
5055,18,Female,Sad,Creativity burst,Abstract,10,Weekly,10,Classical,50,49,7,5,3,4,Medium,Relationships,High,57,0,Ambivert,Balanced,Good,926
6559,35,Non-binary,Anxious,Focused mode,Nightmare,4,Never,10,Lo-fi,77,92,8,2,4,4,Low,Social Media,Medium,74,0,Ambivert,Balanced,Poor,252
1831,49,Male,Sad,Focused mode,Nightmare,6,Weekly,4,Pop,61,91,3,3,9,2,Low,Finance,High,53,50,Introvert,Right,Average,116
6266,64,Non-binary,Sad,Random nostalgia,Lucid,6,Daily,9,Lo-fi,77,59,2,6,6,9,Low,Finance,Medium,72,300,Extrovert,Balanced,Average,650
7406,66,Male,Anxious,Existential crisis,Lucid,7,Never,1,Pop,49,42,8,3,4,3,High,Finance,High,55,50,Ambivert,Left,Poor,944
4284,28,Female,Happy,Existential crisis,Lucid,6,Daily,2,Metal,44,27,3,3,1,4,Medium,Finance,Low,28,0,Ambivert,Right,Poor,447
3066,38,Male,Excited,Random nostalgia,Forgotten,9,Never,4,Metal,82,66,7,6,8,14,High,Health,High,73,400,Ambivert,Right,Poor,558
4913,43,Non-binary,Angry,Random nostalgia,Lucid,8,Never,3,Metal,38,25,1,5,2,7,Medium,Work,Low,82,100,Extrovert,Right,Poor,301
8101,42,Non-binary,Angry,Random nostalgia,Forgotten,4,Never,1,Rock,91,89,6,10,8,10,Medium,Finance,High,80,0,Extrovert,Left,Poor,522
7369,39,Non-binary,Angry,Existential crisis,Nightmare,4,Weekly,5,Pop,27,47,9,9,,8,Low,Work,High,59,400,Extrovert,Right,Average,379
6424,44,Female,Happy,Random nostalgia,Abstract,5,Daily,7,Rock,22,50,3,1,8,8,Low,Relationships,High,72,100,Ambivert,Right,Poor,521
8373,66,Female,Anxious,Work stress,Abstract,5,Never,2,Lo-fi,86,16,7,3,6,4,High,Social Media,Medium,50,500,Extrovert,Right,Poor,699
6715,30,Non-binary,Sad,Focused mode,Abstract,5,Weekly,5,Rock,100,87,6,3,5,7,Medium,Relationships,Medium,16,200,Ambivert,Right,Good,564
9830,50,Male,Excited,Focused mode,Abstract,9,Never,6,Lo-fi,36,62,8,6,5,10,Low,Finance,Low,18,300,Extrovert,Left,Average,911
6553,51,Female,Happy,Creativity burst,Forgotten,9,Weekly,7,Lo-fi,33,72,3,8,10,1,Low,Relationships,Low,13,400,Extrovert,Balanced,Good,903
9578,58,Non-binary,Angry,Creativity burst,Forgotten,10,Never,1,Lo-fi,28,98,3,3,10,6,Low,Health,Medium,58,200,Ambivert,Balanced,Average,454
7756,52,Non-binary,Angry,Focused mode,Lucid,9,Daily,7,Rock,81,41,4,3,8,6,Low,Work,Low,85,0,Extrovert,Right,Average,681
7172,18,Female,Happy,Work stress,Forgotten,9,Daily,4,Pop,40,47,3,6,7,6,High,Finance,Low,15,500,Ambivert,Left,Average,477
2156,38,Female,Sad,Existential crisis,Lucid,9,Never,8,Rock,95,31,9,8,8,12,High,Health,Medium,30,300,Extrovert,Right,Poor,223
9069,65,Female,Anxious,Existential crisis,Lucid,9,Weekly,4,Pop,56,25,4,6,8,2,Low,Work,Medium,24,400,Extrovert,Balanced,Good,179
8993,23,Male,Excited,Work stress,Abstract,8,Never,6,Pop,30,61,6,10,7,8,Low,Health,Medium,76,500,Extrovert,Balanced,Average,656
9871,45,Male,Sad,Existential crisis,Forgotten,9,Weekly,9,Lo-fi,39,38,8,3,2,14,Low,Relationships,Medium,75,-50,Extrovert,Left,Average,332
8802,34,Non-binary,Anxious,Random nostalgia,Forgotten,10,Never,5,Rock,54,25,8,4,9,5,Low,Finance,High,65,0,Introvert,Balanced,Average,579
2999,22,Female,,Focused mode,Lucid,6,Weekly,4,Pop,72,85,5,1,7,5,Low,Relationships,Medium,77,300,Ambivert,Right,Good,253
9582,48,Male,Excited,Focused mode,Lucid,6,Daily,8,Metal,66,26,5,8,6,2,Medium,Social Media,Low,41,-50,Introvert,Left,Average,791
8120,22,Female,Happy,Work stress,Nightmare,7,Never,9,Pop,94,73,6,4,9,4,Medium,Finance,High,75,300,Extrovert,Balanced,Good,508
3785,55,Non-binary,Anxious,Existential crisis,Nightmare,8,Daily,4,Metal,71,100,10,6,1,12,Medium,Relationships,High,38,0,Extrovert,Right,Good,130
6071,20,Male,Sad,Creativity burst,Lucid,5,Daily,3,Rock,27,98,7,3,2,9,Medium,Finance,Low,75,0,Ambivert,Left,Poor,696
7234,40,Male,,Creativity burst,Nightmare,3,Never,8,Rock,23,22,10,6,1,9,Low,Work,High,43,500,Ambivert,Right,Average,656
1613,54,Male,Angry,Existential crisis,Nightmare,9,Never,5,Rock,46,81,7,9,10,6,Medium,Finance,Low,36,500,Ambivert,Balanced,Average,602
4851,54,Non-binary,Happy,Creativity burst,Lucid,7,Weekly,2,Pop,63,65,4,9,3,11,Medium,Finance,High,69,400,Ambivert,Right,Good,470
3970,27,Female,Anxious,Work stress,Lucid,3,Weekly,10,Classical,59,14,6,10,5,9,High,Work,High,48,300,Extrovert,Left,Good,422
9787,27,Male,Sad,Work stress,Forgotten,10,Daily,9,Pop,66,21,7,3,1,4,Medium,Relationships,Low,53,400,Ambivert,Right,Poor,431
3532,36,Non-binary,,Existential crisis,Lucid,6,Weekly,3,Pop,63,50,5,3,4,11,Medium,Finance,Low,45,500,Introvert,Balanced,Average,342
3383,34,Female,,Creativity burst,Lucid,7,Weekly,2,Lo-fi,67,12,5,4,8,1,Low,Health,Low,28,300,Ambivert,Left,Good,651
4894,38,Non-binary,Anxious,Work stress,Abstract,10,Never,1,Lo-fi,71,42,2,7,6,2,Medium,Finance,Low,54,400,Ambivert,Left,Average,529
7182,31,Female,Happy,Work stress,Forgotten,7,Weekly,8,Pop,87,95,7,3,1,13,Medium,Relationships,Medium,30,0,Introvert,Balanced,Average,281
8447,26,Non-binary,Anxious,Random nostalgia,Forgotten,4,Daily,3,Metal,30,59,6,10,1,1,Low,Work,Medium,32,0,Introvert,Right,Average,908
3777,63,Female,Happy,Random nostalgia,Forgotten,10,Weekly,7,Lo-fi,96,65,1,8,3,8,Medium,Relationships,Low,36,-50,Introvert,Right,Good,572
2055,18,Male,Happy,Work stress,Abstract,6,Daily,1,Pop,92,18,4,8,10,9,Low,Social Media,Medium,81,50,Introvert,Balanced,Average,475
4231,68,Female,Excited,Existential crisis,Lucid,6,Never,1,Classical,23,91,3,6,8,10,Medium,Finance,Low,28,500,Ambivert,Left,Good,180
3221,62,Non-binary,Sad,Focused mode,Forgotten,8,Daily,9,Metal,95,59,3,4,8,12,High,Finance,Low,50,400,Introvert,Balanced,Poor,649
5857,30,Non-binary,Sad,Focused mode,Forgotten,7,Weekly,8,Rock,92,38,7,5,3,6,High,Work,High,35,50,Extrovert,Left,Poor,967
4038,21,Female,,Work stress,Nightmare,9,Never,3,Pop,96,48,10,2,,2,Medium,Finance,Low,37,50,Ambivert,Left,Good,519
8796,18,Male,Sad,Work stress,Forgotten,6,Weekly,6,Pop,67,100,4,6,3,6,High,Health,Low,73,200,Extrovert,Right,Average,566
6106,66,Male,Sad,Work stress,Lucid,7,Never,3,Metal,45,54,8,3,4,9,Low,Health,Low,77,300,Ambivert,Balanced,Poor,527
6379,57,Female,,Existential crisis,Lucid,8,Never,4,Lo-fi,96,26,9,6,9,12,Medium,Relationships,Low,89,100,Ambivert,Left,Poor,156
3956,49,Female,Happy,Random nostalgia,Nightmare,9,Weekly,1,Lo-fi,58,65,3,5,4,3,Low,Work,High,60,200,Extrovert,Right,Good,421
8556,51,Non-binary,Anxious,Work stress,Forgotten,10,Weekly,5,Lo-fi,77,55,5,2,3,9,High,Social Media,Low,83,500,Introvert,Balanced,Good,641
4813,45,Male,,Work stress,Forgotten,8,Never,1,Rock,38,76,4,5,5,2,Low,Relationships,High,57,-50,Introvert,Balanced,Good,594
5480,48,Female,,Creativity burst,Forgotten,4,Never,1,Metal,96,78,10,5,7,11,High,Work,Low,19,300,Extrovert,Left,Good,365
2836,25,Male,Anxious,Existential crisis,Abstract,9,Weekly,10,Metal,96,23,6,9,5,5,High,Work,High,82,100,Introvert,Left,Good,326
7384,56,Female,Sad,Work stress,Forgotten,7,Daily,7,Lo-fi,77,76,10,8,4,11,High,Relationships,Medium,48,50,Ambivert,Left,Good,928
5208,43,Female,Sad,Creativity burst,Lucid,6,Weekly,6,Lo-fi,47,32,4,7,8,2,Low,Relationships,High,28,-50,Ambivert,Balanced,Good,903
5352,51,Male,Excited,Focused mode,Lucid,6,Never,2,Classical,85,70,8,3,4,7,High,Finance,High,73,100,Ambivert,Left,Average,153
7169,20,Female,Excited,Work stress,Abstract,7,Weekly,2,Classical,29,32,3,10,2,11,Medium,Social Media,Low,28,0,Introvert,Balanced,Average,708
8155,67,Female,Angry,Work stress,Abstract,7,Daily,7,Pop,96,36,5,4,10,10,High,Health,High,85,500,Introvert,Right,Average,103
8188,29,Non-binary,Sad,Creativity burst,Forgotten,7,Weekly,1,Pop,77,63,1,6,6,9,Medium,Finance,High,71,-50,Extrovert,Balanced,Average,538
8370,18,Female,Happy,Existential crisis,Nightmare,5,Never,2,Metal,92,19,6,3,2,7,Medium,Work,Low,22,0,Ambivert,Left,Poor,409
2395,61,Female,Happy,Work stress,Abstract,9,Weekly,8,Metal,33,98,5,9,3,12,Medium,Social Media,Medium,34,400,Extrovert,Balanced,Average,978
7711,22,Female,Anxious,Focused mode,Abstract,6,Never,6,Rock,34,86,8,8,1,5,Medium,Social Media,Medium,51,-50,Introvert,Left,Poor,702
4829,47,Non-binary,Angry,Work stress,Forgotten,9,Never,2,Rock,52,25,9,6,5,4,Low,Relationships,Medium,48,-50,Extrovert,Right,Poor,188
7808,47,Male,,Focused mode,Forgotten,8,Weekly,7,Classical,36,50,8,4,9,12,Medium,Social Media,High,39,300,Introvert,Left,Poor,419
6897,34,Non-binary,Anxious,Random nostalgia,Abstract,6,Never,4,Pop,43,64,8,7,2,4,High,Social Media,Low,14,200,Ambivert,Left,Good,474
3861,65,Non-binary,Happy,Random nostalgia,Nightmare,5,Never,2,Classical,49,70,3,3,7,10,Medium,Work,Medium,90,500,Ambivert,Left,Poor,703
8593,64,Male,Anxious,Focused mode,Abstract,7,Daily,6,Classical,81,95,4,10,5,8,High,Finance,Medium,27,50,Introvert,Left,Poor,600
8658,40,Non-binary,Angry,Existential crisis,Forgotten,4,Daily,9,Pop,32,90,4,8,2,10,Low,Social Media,Medium,30,500,Introvert,Left,Poor,761
5960,32,Male,Angry,Work stress,Forgotten,7,Daily,9,Rock,81,96,5,1,8,13,Medium,Relationships,Medium,59,300,Introvert,Left,Good,333
4749,54,Non-binary,Anxious,Work stress,Abstract,10,Daily,8,Pop,66,58,9,3,6,10,High,Finance,Low,15,-50,Ambivert,Right,Average,436
